# Constructed from biom file																																				
#OTU ID	HL1HFP1	HL1HFP2	HL1HFP3	HL1HFU1	HL1HFU2	HL1HFU3	HL2HFP1	HL2HFP2	HL2HFP3	HL2HFU1	HL2HFU2	HL2HFU3	HL3HFP1	HL3HFP2	HL3HFP3	HL3HFU1	HL3HFU2	HL3HFU3	SY1HFP1	SY1HFP2	SY1HFP3	SY1HFU1	SY1HFU2	SY1HFU3	SY2HFP1	SY2HFP2	SY2HFP3	SY2HFU1	SY2HFU2	SY2HFU3	SY3HFP1	SY3HFP2	SY3HFP3	SY3HFU1	SY3HFU2	SY3HFU3
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;o__Rhizophydiales_unclassified;o__Rhizophydiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;f__Spizellomycetaceae_unclassified	4.03E-05	0.000208308	8.72E-05	0.002711269	0.0007639	0.000185935	0.000470712	1.19E-05	0	0.001935588	0	0.000199889	0	0	0	0.000135194	0.000152499	0.000286082	0.000117281	0.00025618	1.09E-05	0	0	0	4.70E-05	0.000117953	1.94E-05	0	0	3.33E-06	0.000267989	0.000670527	0	0	0	0.000245763
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Kochiomyces	1.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86E-06	0.000237882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Powellomyces	0	0	0	5.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces	0	0	0.000119365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__unclassified_Chytridiomycetes;f__unclassified_Chytridiomycetes;g__unclassified_Chytridiomycetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Entrophospora	0	0	3.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;c__Zygomycota_class_Incertae_sedis_unclassified;c__Zygomycota_class_Incertae_sedis_unclassified;c__Zygomycota_class_Incertae_sedis_unclassified	0	5.63E-06	1.38E-05	3.87E-05	0	3.38E-05	0	0.000202463	0	0	0	0	2.92E-05	0	0	0	0	0	0	1.83E-05	0	0	0	0	1.76E-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111417	0	0	0	0	0	5.87E-06	0	0	0	0	3.33E-06	0	0	0	0	0	0
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Endogonales;f__unclassified_Endogonales;g__unclassified_Endogonales	0	0	0	0	0	0	0	0	0	0	0	0	1.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Kickxellales;f__Kickxellaceae;g__Linderina	0	0	0	0	0	4.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Kickxellales;f__Kickxellaceae;g__Ramicandelaber	0	0	0	0	0	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027213	0
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Kickxellales;o__Kickxellales_unclassified;o__Kickxellales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella	0.168887278	0.137257772	0.193500108	0.096451606	0.049271567	0.058645549	0.230637643	0.158778553	0.142014589	0.083496178	0.105819755	0.028536786	0.250800708	0.076733689	0.057390639	0.106857019	0.068319463	0.043579841	0.036046443	0.020512727	0.004054328	0.004387289	0.034604162	0.007902012	0.01117919	0.022002218	0.006082167	0.00254035	0.020678512	0.008448725	0.013283309	0.008107284	0.002724252	0.002004582	0.030400809	0.009167548
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Mortierellales;f__unclassified_Mortierellales;g__unclassified_Mortierellales	6.04E-05	0.000157638	0.000128547	7.73E-05	5.46E-05	0.000118322	0.00013777	9.53E-05	0	4.33E-05	0.000154546	4.47E-05	0.000146248	0	6.38E-05	0.000108155	0	4.77E-05	0.000140738	0.000146389	3.62E-06	1.29E-05	2.41E-05	1.76E-05	1.17E-05	0.000157271	2.58E-05	0	3.81E-05	1.67E-05	5.36E-05	0	0	0	0	1.71E-05
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Mucorales;f__Cunninghamellaceae;g__Cunninghamella	0	0	4.59E-06	5.52E-06	0	0	0	1.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63E-06	0.000321525	0.00100643	0	0	0	0	0.000168649	0.000579455	0	0	0	0	0.000330444	0.000891607
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Mucorales;f__Cunninghamellaceae;g__Gongronella	0	0	9.18E-06	1.66E-05	0	5.92E-05	1.15E-05	2.38E-05	0	1.24E-05	0	2.63E-06	2.92E-05	0	0	0	0	0	1.17E-05	1.83E-05	0	1.29E-05	1.61E-05	0.000109872	1.17E-05	7.86E-06	0	4.38E-05	0	6.33E-05	2.68E-05	0	0	0	0	6.29E-05
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Mucorales;f__Mucoraceae;g__Mucor	6.04E-05	5.63E-05	4.13E-05	2.21E-05	0	1.69E-05	4.59E-05	0.000166734	0	0	2.21E-05	2.89E-05	7.31E-05	0	0.00025507	5.41E-05	2.18E-05	0	5.86E-05	1.83E-05	1.09E-05	0	1.61E-05	8.79E-06	2.94E-05	1.57E-05	3.23E-05	0	0	9.99E-06	5.36E-05	0.002438281	0	0	5.83E-05	0.000114309
k__Fungi;p__Zygomycota;c__Zygomycota_class_Incertae_sedis;o__Mucorales;f__Rhizopodaceae;g__Rhizopus	1.01E-05	2.25E-05	9.18E-06	1.10E-05	0	8.45E-06	0	2.38E-05	0	0	0	2.63E-06	1.46E-05	0	0	0	0	0	1.17E-05	0	3.62E-06	0.000168244	1.61E-05	0.000272483	5.87E-06	1.57E-05	0	0.000240895	4.90E-05	0.000193152	8.93E-06	0	0	0	0	0.000177178
k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi	0	0	2.75E-05	5.52E-06	0	0	0	0	0	0	0	5.26E-06	4.39E-05	0	6.38E-05	0	0	0	5.86E-06	0	0	8.20E-05	0	0	5.87E-06	0	0	0	0	0	0	0	0	0	0	0
