,Control,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8
Otu7344,6.026098683,3.87405501,4.554499197,5.672636258,6.287103355,6.490442296,6.254815189,6.497368801,0
Otu73451,5.673916175,3.474936118,4.337801103,5.20276204,5.778271101,6.692156391,6.747991126,6.020247546,0
Otu73474,5.770826188,4.101140369,0,5.371336114,6.066812259,6.506830766,6.719944718,0,6.355792776
Otu7348,5.071856184,3.516184159,4.419987859,5.096958314,6.38692378,6.376079853,6.559517534,0,6.355792776
Otu735,0,3.068562942,0,5.20276204,5.514403598,0,0,5.973980278,0
Otu7350,5.673916175,3.797865625,4.688676056,5.364264937,6.15459353,5.883404663,6.006089386,0,6.355792776
Otu73515,0,0,4.431881826,5.668844913,0,6.607008115,6.069174194,0,0
Otu7353,5.071856184,3.650169737,4.599806991,5.828041203,6.314677639,6.399302363,6.582784211,6.321368656,0
Otu73542,6.2179842,4.261547214,5.291553737,6.116581525,6.541488162,6.820276649,6.982523902,6.699960793,6.844376889
Otu7355,0,3.568250025,4.188038783,5.026670781,5.983708318,0,6.003452495,6.482550263,0
Otu7356,5.071856184,3.781212644,4.607973085,5.096958314,5.536437753,6.223866643,6.411971556,6.497957785,0
Otu73561,5.071856184,4.175085006,4.79873696,5.947275496,6.158235639,5.902981813,6.59254339,6.48883085,6.669906308
Otu7357,5.548977438,4.187134836,4.504308745,5.779735568,5.536437753,6.188605478,6.508242847,6.321277542,6.363996021
Otu73609,5.548977438,4.063009542,4.929677686,5.096958314,0,6.382486717,6.307119381,6.020429755,6.65540958
Otu737,0,0,0,0,5.490518845,0,5.894308026,0,0
Otu7374,5.673916175,0,4.079699308,5.503792035,5.400342215,6.200043841,6.003452495,6.29885571,0
Otu73758,5.673916175,3.79243999,4.627883919,5.458354754,5.998785662,6.536715649,6.305802937,5.973980278,0
Otu7376,5.372886179,0,4.079699308,0,5.97362746,0,6.584576764,6.609140362,0
Otu738,6.56321786,4.642462324,5.306119136,6.456741387,6.83122693,7.312534977,7.499233229,7.043001675,7.314013735
Otu7383,6.247947418,4.21319855,5.019667965,5.807180693,6.306752688,6.509363925,7.076949065,6.608809394,6.661524863
Otu73835,0,0,4.330334539,0,5.400342215,0,0,0,0
Otu7385,5.372886179,3.474936118,4.438268625,5.564722407,5.752555579,6.611581427,6.48667974,6.480272543,6.660943763
Otu739,6.548977426,4.927626,5.75729508,6.639308608,6.967066214,7.41169764,7.627354869,6.975200356,7.063139595
Otu7391,6.151037407,4.201940884,5.294789726,6.360356858,6.59445662,6.944507444,7.242200956,6.780529425,6.832905708
Otu7392,5.770826188,3.759708268,4.673070903,0,6.431717297,6.685357665,6.481985055,6.298759748,6.667963331
Otu73937,5.850007419,4.330706804,5.058832417,5.944355854,6.306752688,6.696379427,6.930524515,5.973980278,6.363996021
Otu73956,6.113248852,4.19770624,4.820168429,5.371336114,6.357805672,7.027876474,6.907366327,6.854006905,6.347406139
Otu74,5.071856184,0,4.519032002,5.20276204,0,0,6.305802937,6.022012108,6.369850917
Otu740,5.071856184,3.79243999,4.759240761,5.026670781,5.458334162,6.172632452,6.452801933,5.993404548,6.656810287
Otu7401,5.372886179,4.070549928,4.820061998,5.880542745,6.2403038,6.675269991,6.312312694,6.71082231,6.363996021
Otu74060,5.850007434,3.741493441,4.188038783,5.481677721,6.088665611,6.367150175,6.968150271,0,6.347406139
Otu7407,5.372886179,3.397988309,0,0,5.408682831,5.871602456,0,6.022012108,0
Otu741,5.372886179,3.87405501,4.818797337,5.041910747,6.25759391,6.523361005,6.262129094,6.467709432,0
Otu74109,5.071856184,4.00418495,4.857921516,5.932646967,5.983492023,6.520513928,6.069174194,6.020247546,0
Otu74159,5.372886179,3.166849484,4.160010059,5.650125947,5.930211303,5.883404663,6.069174194,6.470525803,0
Otu7416,0,0,4.160010059,0,0,0,0,0,0
Otu7417,5.071856184,0,0,0,0,0,0,0,0
Otu742,6.96395077,5.284989043,5.879624066,6.985587585,7.455787589,7.720147303,7.937167839,7.586343703,7.568036909
Otu7425,7.128761018,5.411383254,6.25212569,7.280721171,7.640539777,8.02875405,8.082582198,7.903315871,7.892930707
Otu743,6.486829514,4.857967845,5.64844155,6.476161267,6.91560183,7.361649477,7.512918075,7.407965837,7.060435831
Otu7430,0,0,0,0,0,0,0,6.022012108,0
Otu74311,5.850007419,3.950459437,4.455362922,5.943884488,5.788303101,6.615138467,6.598810096,6.322160719,6.367899516
Otu74346,5.673916175,3.568250025,4.419987859,5.096958314,0,0,6.006089386,6.020429755,0
Otu74374,5.548977438,0,0,0,5.815433593,6.223866643,0,0,0
Otu744,6.673916157,4.966880672,5.819597263,6.672455831,7.103416537,7.666569178,7.774741262,7.511010639,7.476257655
Otu7444,5.071856184,0,0,0,0,0,0,0,0
Otu74446,5.372886179,4.076858939,4.758198719,5.620569293,6.496192352,6.74463367,6.769302375,6.474036413,0
Otu745,6.743954024,4.976922812,5.653186658,6.736943375,6.99195998,7.428973685,7.583144471,7.403554422,7.261882605
Otu74500,6.534254163,4.940960564,5.665329349,6.75672623,7.20428139,7.537974143,7.640746707,7.633695481,7.204473429
Otu7453,0,3.595122171,4.079699308,0,0,0,0,0,0
Otu74583,6.026098683,3.850817369,5.240369353,6.122836199,6.176492944,6.761226186,6.86354591,6.020429755,6.352961779
Otu746,6.2179842,4.665930052,5.330701973,6.159161667,6.451626023,7.11568857,6.917863475,6.293066686,6.367899516
Otu7464,5.372886179,3.258619857,4.717943796,0,5.762136768,5.924797348,0,6.020247546,6.355792776
Otu7465,0,3.568250025,0,4.99306218,5.514403598,0,6.253329969,0,0
Otu74667,5.071856184,3.867567999,4.7624459,0,5.536437753,5.883404663,6.069174194,5.99203669,0
Otu747,6.469796174,4.809637145,5.519945498,6.502090818,6.850300959,7.475660195,7.566651613,7.229872226,7.141457944
Otu7473,5.850007434,3.798133138,4.832387836,5.968908232,6.454823011,6.956930644,6.851887463,6.615517325,6.665026017
Otu74792,5.916954198,3.841970444,4.422738447,5.775994371,5.765782263,6.514086787,6.831652518,6.308973833,6.363996021
Otu748,5.071856184,3.687656273,0,5.416164271,5.408682831,6.412630967,5.894308026,0,0
Otu74809,0,3.59864776,4.160010059,0,0,5.924797348,0,0,0
Otu7489,5.916954224,3.294092175,4.852616661,5.855182821,5.458334162,6.22189705,6.303432202,6.470070329,0
Otu749,6.753097406,4.837310374,5.784524047,6.602887986,7.055450919,7.410958144,7.532652325,7.383908993,7.312477933
Otu7492,0,3.068562942,4.422738447,0,0,5.871602456,6.018974221,6.30749521,0
Otu7498,5.548977438,3.568250025,0,4.99306218,5.964816898,6.188605478,6.018974221,5.973980278,0
Otu75,0,3.166849484,0,0,0,0,0,0,0
Otu7501,0,3.496835629,0,0,5.490518845,6.610011258,6.599076348,0,6.653991774
Otu75021,6.534254166,4.695874809,5.567342742,6.515382516,7.007641193,7.14859154,7.579882861,7.147227428,7.139382391
Otu7504,5.548977438,3.568250025,4.848779646,5.210315178,5.408682831,5.956172913,6.305279704,0,0
Otu7507,5.071856184,4.035756218,4.874466618,6.00504769,6.318672862,6.404360884,6.580688903,6.585860992,6.663908723
Otu75099,6.113248852,4.458270172,5.104349441,5.868581105,6.517848775,6.994212135,7.022208585,6.952254651,6.653991774
Otu7511,5.372886179,3.294092175,4.021707361,5.435255004,0,5.902981813,6.254815189,6.022012108,0
Otu75111,6.026098673,4.277977306,5.056960473,6.083985566,6.218968401,6.506653953,6.810295681,6.853909154,6.831972414
Otu7513,5.673916175,3.564819207,4.403777402,4.99306218,5.536437753,5.883404663,6.503272158,6.294434544,0
Otu7515,5.372886179,3.294092175,4.079699308,0,5.408682831,5.902981813,6.338585362,5.973980278,0
Otu7516,5.770826188,4.090442322,4.542977336,5.97903919,6.310739046,6.765942304,6.581388463,6.602123081,6.367899516
Otu75169,6.469796174,4.678866464,5.676612255,6.46668505,6.884326043,7.157315757,7.476264259,7.330562591,6.352961779
Otu752,6.857186001,5.118080868,5.898648117,6.819909068,7.244972839,7.639873494,7.708927683,7.65533048,7.353957904
Otu7522,5.372886179,3.741493441,4.419987859,5.041910747,6.122077816,0,6.717920627,6.483159677,6.670880913
Otu7527,0,3.650169737,0,5.699819833,5.762136768,0,6.002402206,6.284830996,0
Otu753,6.394075461,4.648699035,5.555651647,6.392904228,6.881598025,7.347493729,7.269549914,6.904182472,6.966056012
Otu7530,0,3.577748075,0,0,0,6.194333537,0,6.020429755,0
Otu7532,5.071856184,0,0,5.311221502,6.006337793,0,6.018974221,0,6.369850917
Otu7534,6.151037415,4.319780296,4.977669851,5.881209953,6.41443782,6.808768853,6.863401112,6.48876889,6.653991774
Otu75348,6.026098693,4.155131215,4.9605129,5.870996454,5.400342215,6.603242015,6.956965446,6.609548851,6.363996021
Otu75357,5.770826188,0,4.036771108,5.507585024,5.709712827,6.184434659,6.732676555,6.608809394,6.66698215
Otu75380,5.673916175,4.343925722,4.905074508,6.375766403,6.597295781,6.955397141,7.001370809,6.611694515,0
Otu754,6.433584004,4.788320283,5.43851796,6.549678695,6.941265066,7.119489019,7.482681638,7.117445867,7.256945542
Otu7541,5.372886179,0,0,5.397988309,0,0,6.338585362,0,0
Otu75414,5.071856184,3.699018305,4.438268625,5.429158417,6.17763322,6.412630967,6.5745818,0,6.830083033
Otu7543,0,0,4.160010059,0,0,5.924797348,6.003452495,0,6.355792776
Otu7546,5.071856184,0,0,5.210315178,5.897666855,0,6.018974221,6.608478173,0
Otu75463,5.548977438,3.258619857,4.455362922,5.096958314,6.071827037,5.924797348,6.437851454,5.973980278,0
Otu7548,0,0,0,0,0,0,0,0,6.355792776
Otu7549,5.372886179,0,0,0,5.815114901,0,0,0,0
Otu755,6.534254163,4.718960541,5.644097728,6.638446731,6.911771284,7.347704753,7.485184452,7.255188578,6.959345691
Otu75516,5.548977438,4.254732855,4.840702599,5.668816449,5.791548841,6.74130318,7.059206528,6.611241306,6.355792776
Otu7553,0,3.397988309,0,5.041910747,5.514403598,0,0,0,0
Otu7554,5.548977438,3.258619857,4.681759299,5.631578615,5.731335434,6.225827344,6.003452495,6.59301075,0
Otu7555,5.071856184,3.166849484,4.036771108,0,0,6.188605478,0,0,0
Otu7558,5.673916175,3.732797729,4.736116962,5.926972798,5.514403598,5.902981813,6.339806228,6.321368656,0
Otu75591,5.548977438,4.0337625,4.617911608,5.87617794,6.324359704,6.387207611,6.830834374,5.973980278,6.648436135
Otu756,6.56321786,4.892697187,5.660745798,6.61790867,7.114629924,7.393745323,7.330268346,7.425029264,6.826387182
Otu75639,5.071856184,3.258619857,4.079699308,5.487084185,0,6.615138467,6.254815189,0,0
Otu75648,0,3.559649853,4.504308745,5.397988309,5.458334162,6.373375804,5.894308026,6.29885571,0
Otu7565,0,3.690651278,4.504308745,5.523174484,0,6.257202908,0,6.020429755,0
Otu75698,6.026098693,4.142794627,5.22740783,5.800414064,6.48516255,6.864503052,6.894414387,6.705041483,6.367899516
Otu757,6.452067403,4.850133951,5.65489423,6.438816071,7.011912343,7.199039878,7.424693203,7.212235848,7.200132269
Otu75774,5.372886179,3.46787948,4.021707361,5.411477774,5.837467749,6.36331091,6.789799463,6.020247546,0
Otu758,6.452067406,4.678339761,5.591503238,6.500505086,6.848937895,7.386034562,7.440709304,7.256926605,7.063139595
Otu7582,0,0,0,0,5.514403598,0,0,0,0
Otu7585,5.673916175,3.545684197,4.021707361,0,5.762136768,6.416277515,0,5.993404548,0
Otu759,6.628158667,4.774991235,5.616207465,6.586315862,6.98399814,7.227586105,7.455844639,7.152712061,7.13584675
Otu75950,5.770826188,3.804381793,4.639007319,5.424610789,5.95883353,0,6.526268354,6.482487401,6.367899516
Otu7596,0,3.568250025,0,0,0,0,0,5.973980278,0
Otu75971,5.770826188,3.720212945,4.711232601,5.311221502,5.400342215,6.172632452,0,6.299689875,0
Otu7598,5.673916175,3.559649853,4.160010059,5.533363826,5.514403598,5.920867055,6.338585362,6.299689875,0
Otu7599,5.372886179,0,4.188038783,5.096958314,5.921446801,6.215056542,6.339806228,6.308157328,0
Otu76014,5.850007419,3.068562942,4.631364534,5.551890742,5.788303101,6.241798405,6.530198347,6.293066686,0
Otu7602,5.850007434,3.564819207,4.021707361,5.364264937,6.102463537,6.383542359,6.252739493,6.597420902,6.369850917
Otu76044,5.850007419,3.166849484,4.188038783,5.63821841,5.458334162,5.902981813,6.683565146,6.321368656,0
Otu7605,0,3.853523777,0,0,0,0,0,0,0
Otu76062,5.673916175,3.882923901,4.762224852,5.802007839,6.39154025,6.519744085,6.880498821,6.321368656,6.839713287
Otu76084,5.372886179,0,4.218002006,5.026670781,0,0,6.338100193,0,6.369850917
Otu7609,5.673916175,4.016438557,4.758198719,5.435255004,5.490518845,6.500034625,6.069174194,6.308157328,6.363996021
Otu761,6.90436508,5.123211871,5.804889038,6.869371828,7.117531372,7.651631922,7.77327835,7.641540273,7.472122844
Otu7610,5.372886179,0,4.504308745,5.416164271,0,6.172632452,6.253329969,0,0
Otu76114,5.974946159,4.094676881,4.898944773,6.045881459,6.513153223,6.635240237,6.841173866,6.482550263,6.661524863
Otu7614,5.071856184,0,0,4.99306218,5.514403598,0,6.069174194,0,0
Otu762,6.372886161,4.7042904,5.527022677,6.384715593,6.914094254,7.538784337,7.501260569,7.344855349,7.058766454
Otu7621,5.071856184,3.650169737,0,5.69290056,6.066633642,6.433294167,6.006089386,6.479381364,6.355792776
Otu7622,5.974946159,4.524692261,4.676639855,6.148284021,6.271436118,6.615138467,6.784320117,6.585162309,0
Otu7623,5.372886179,3.496835629,0,0,0,6.204011809,6.069174194,0,6.352961779
Otu76251,5.372886179,3.568250025,4.455362922,5.626353408,5.709712827,5.902981813,0,0,0
Otu7626,5.673916175,3.713392147,4.160010059,5.935220542,5.94825501,6.502027893,6.303432202,6.022012108,0
Otu76283,5.071856184,3.849783424,4.036771108,5.511345173,5.490518845,6.215056542,6.417077775,6.022012108,0
Otu7629,6.519014199,4.747653853,5.434119669,6.428914408,6.773104327,7.37557872,7.596549333,7.387089312,7.136617243
Otu76312,5.071856184,0,4.538337157,5.311221502,5.490518845,5.956172913,0,6.488291385,0
Otu7634,5.850007419,3.984792773,4.958322468,5.429158417,6.07753384,6.396035806,6.59854368,6.022012108,0
Otu76387,5.77082617,4.190513402,4.916115739,5.041910747,6.466542216,6.620972541,6.890465977,6.845867185,0
Otu764,6.45206741,4.739656909,5.57137593,6.489313058,6.871388674,7.412495845,7.554040796,7.304934569,7.211852851
Otu7645,0,3.790395829,4.079699308,5.041910747,5.709712827,5.924797348,6.589661688,0,0
Otu76494,0,3.559649853,4.021707361,5.041910747,5.946450801,0,0,0,0
Otu765,6.56321786,4.843751074,5.738008297,6.511480678,6.981329965,7.452857234,7.402342893,7.485563729,7.536545227
Otu7651,5.071856184,0,4.160010059,5.578368363,5.735247663,6.197962924,6.338100193,6.30749521,0
Otu76531,6.071856175,4.292267523,5.379859578,6.233832891,6.333535555,6.997999942,7.149071701,6.961922018,7.31174163
Otu76540,5.850007434,3.86928002,4.666450661,5.575147944,6.114610765,6.398566825,6.291513395,0,0
Otu7659,0,3.068562942,4.455362922,5.335387605,5.877463469,0,6.687070813,0,0
Otu766,5.071856184,4.039471678,4.579157272,5.793905617,6.05840259,6.518748651,6.605911276,6.479827182,0
Otu7660,5.071856184,3.685052649,4.595689966,5.733247404,6.070029039,6.241798405,6.64022622,6.70950169,6.665026017
Otu7661,5.372886179,3.670622933,4.676639855,5.631578615,5.92397613,6.514156902,6.471614044,0,6.66698215
Otu7662,5.071856184,3.650169737,4.036771108,5.210315178,0,0,6.662923754,5.973980278,6.837650821
Otu7665,5.372886179,3.568250025,4.519032002,4.99306218,5.536437753,5.902981813,6.002402206,6.020429755,0
Otu7668,6.372886161,4.711807757,5.650505419,6.639302595,6.723366786,7.365594449,7.395009984,7.36168028,7.061223916
Otu76683,5.673916152,3.903673077,4.60622704,6.002187496,6.260069484,6.213046492,6.763157451,6.474036413,0
Otu767,6.996135452,5.396377408,6.090397211,6.999526208,7.355816688,7.867032582,7.976741395,7.728287694,7.757330011
Otu76731,5.372886179,3.830407391,4.926860509,5.687436432,6.344699492,6.602420856,6.610494609,6.3080634,6.352961779
Otu7674,5.548977438,3.741493441,4.188038783,4.99306218,6.073519686,6.386147025,6.503272158,6.457204131,6.355792776
Otu7675,6.247947431,4.445583013,5.128513223,6.214572544,6.531103096,7.025976538,6.923633568,6.861733251,0
Otu76768,6.61592421,4.762482608,5.630159978,6.716445969,6.803398434,7.237735971,7.391772948,7.425779986,7.314456341
Otu76770,5.770826188,4.093630822,4.778669312,5.95545374,6.738566315,6.850609485,6.849413982,6.467077932,0
Otu768,6.878036141,5.168783291,5.981808564,6.982915621,7.362465236,7.814207449,7.749681268,7.656867746,7.439924061
Otu7684,5.372886179,0,4.848987921,5.583118938,5.762136768,6.184434659,5.894308026,6.293751154,0
Otu76859,5.071856184,3.812779201,4.413817826,5.65776898,5.930928245,6.367150175,6.782610933,6.48876889,6.653991774
Otu769,6.80424993,5.086474477,5.884064271,6.772799159,7.173072199,7.623849417,7.796948998,7.586962291,7.065704716
Otu7697,0,0,0,0,0,0,0,5.99203669,0
Otu76980,5.548977438,3.708218945,4.438268625,5.416164271,5.965478971,6.205623958,0,6.293751154,0
Otu7699,0,0,0,4.99306218,0,0,0,0,0
Otu77,7.253699755,5.547387961,6.371707119,7.383427268,7.662835176,8.061088368,8.192649285,7.948281832,7.971781499
Otu77003,0,4.127837044,4.691703602,5.763248248,6.279705087,6.381178498,6.789194896,6.62363163,6.659803504
Otu771,6.372886161,4.67363477,5.415797126,6.467327932,6.847248463,7.119465349,7.302393564,7.085401746,6.841415118
Otu7712,5.071856184,3.166849484,4.455362922,0,5.709712827,0,6.345829125,0,0
Otu77158,6.071856175,4.388301771,5.274540003,6.335229893,6.576551732,6.765383663,7.249563268,6.910475911,6.355792776
Otu7727,0,0,4.079699308,0,0,0,6.006089386,0,0
Otu773,6.548977423,4.855381511,5.340398967,6.280377046,6.86011166,7.188636258,7.452697731,7.153546547,6.663908723
Otu77346,0,0,4.160010059,0,0,0,6.613734357,0,0
Otu77350,5.071856184,3.88126493,4.021707361,5.430771098,5.948151055,0,6.345829125,0,0
Otu77394,5.372886179,0,0,0,6.167562405,6.200043841,6.446394042,6.022012108,6.352961779
Otu774,6.715308842,5.12984251,5.820353171,6.745301886,7.187640209,7.645500061,7.654240724,7.480322895,7.057735522
Otu77470,5.974946171,4.473634013,5.301311686,6.120004204,6.393988836,6.991213797,7.262751236,6.853401185,0
Otu77480,5.673916175,3.648687881,4.583049307,5.761113103,5.97362746,6.602443348,6.448101121,5.993404548,6.833966148
Otu7749,5.071856184,0,4.704807398,0,5.800169362,5.924797348,5.894308026,6.020429755,0
Otu77492,5.548977408,3.595122171,4.160010059,5.873424634,5.408682831,6.606867731,6.656301109,6.497957785,0
Otu775,6.673916157,4.84833757,5.667520967,6.692075254,7.109532468,7.492792666,7.648873346,7.302816785,7.131359139
Otu7758,0,0,0,0,0,0,6.018974221,0,6.668929511
Otu776,6.503219928,4.731177547,5.720410868,6.735045031,6.95646237,7.19359589,7.430423866,7.312943747,7.505038386
Otu7760,5.548977438,3.59864776,4.079699308,5.210315178,6.114610765,6.761947159,6.447724136,6.308157328,0
Otu77618,0,0,4.188038783,5.210315178,5.709712827,6.203569669,6.485118023,6.3080634,6.355792776
Otu77653,5.372886179,0,4.504308745,5.20276204,5.837467749,0,6.320004217,0,0
Otu7767,5.673916175,0,4.74334135,5.411477774,6.056467017,6.509593045,6.069174194,6.322160719,0
Otu77740,6.185799522,4.2383043,5.322916755,6.182831697,6.352520502,6.6951344,7.174719469,6.714732123,6.669906308
Otu77750,5.916954211,4.079490955,4.880187268,6.111611433,6.309747939,6.904325471,6.743998427,6.694148424,0
Otu77756,5.372886179,3.516184159,4.397370975,5.951155942,5.803655394,6.500034625,6.48580954,6.29885571,7.062909206
Otu7776,5.916954211,3.559649853,4.846855174,5.518201619,5.788303101,6.405655825,6.748942665,6.457673294,6.352961779
Otu77792,5.372886179,3.732797729,4.437802193,0,5.991312417,6.399597546,6.003452495,6.3080634,0
Otu778,5.071856184,0,0,0,0,5.956172913,0,0,0
Otu7780,5.372886179,3.863272217,0,0,0,5.902981813,6.006089386,6.308973833,0
Otu7787,5.548977438,3.787053891,4.419987859,5.487084185,5.775754573,6.412630967,6.312312694,6.3080634,6.347406139
Otu77888,5.548977438,0,0,5.20276204,0,6.178573646,0,6.3080634,0
Otu779,6.779426342,5.166309479,5.833410476,6.805296454,7.34909177,7.699432966,7.804005077,7.628429416,7.640115798
Otu77902,0,3.258619857,4.431881826,0,0,5.924797348,6.305802937,6.275010273,0
Otu77904,5.850007434,4.22027212,4.855707515,5.68331647,5.803655394,6.514156902,6.58430147,6.615919862,0
Otu7792,5.372886179,3.79243999,0,5.096958314,6.084422036,5.883404663,6.411971556,5.973980278,0
Otu7796,0,0,4.330334539,5.733247404,5.458334162,6.405655825,5.894308026,6.498018448,6.347406139
Otu77965,6.026098693,4.243623932,4.820168429,5.960126233,6.559591783,6.670772304,6.901841498,6.611288041,6.363996021
Otu7799,5.548977438,0,4.57454933,5.20276204,5.94825501,5.956172913,6.555103209,0,0
Otu78,7.741173048,6.011128444,6.764330408,7.758828785,8.088031903,8.5584289,8.583593733,8.472291513,8.235473812
Otu7800,5.071856184,3.294092175,0,5.041910747,5.752555579,0,0,5.993404548,0
Otu7801,5.071856184,3.595122171,4.021707361,0,5.880261511,0,6.252739493,0,6.355792776
Otu781,6.715308846,4.882733057,5.611957859,6.70069078,7.053448167,7.484478569,7.511258042,7.394080856,7.359768665
Otu7813,0,3.59864776,0,5.430771098,0,6.200043841,6.31179725,5.99203669,0
Otu7822,6.026098683,3.787328146,4.491003278,5.026670781,5.921446801,6.188605478,6.31179725,6.022012108,6.659803504
Otu7823,0,0,0,0,0,0,0,6.022012108,0
Otu78237,6.503219934,4.754898027,5.401284541,6.464106175,6.901821248,7.255636925,7.189028192,7.149590628,7.209744525
Otu78284,6.026098683,4.35266632,4.872309841,5.848049814,6.38289911,6.223866643,6.852971205,6.596952541,7.263856385
Otu78289,5.673916175,4.068599902,4.711232601,0,5.942037385,6.392408135,6.252739493,5.993404548,0
Otu783,5.372886179,0,4.218002006,5.20276204,5.490518845,0,6.47197086,0,0
Otu7838,5.071856184,0,0,0,0,0,0,0,0
Otu784,6.779426345,5.037203529,5.895715066,6.944026082,7.328921146,7.706766217,7.808799165,7.64826706,7.473256314
Otu78401,5.850007434,3.903673077,4.218002006,5.416164271,5.967106475,6.369591421,6.291513395,6.022012108,0
Otu78489,0,0,0,5.620569293,5.400342215,0,6.291513395,6.022012108,0
Otu785,6.590370104,4.746833837,5.511385244,6.804911449,6.955801371,7.404792408,7.551393649,7.350933472,6.840757254
Otu7858,6.372886157,4.474923641,5.607596028,6.541300101,6.813005771,7.113682593,7.178676306,7.283321537,7.142056872
Otu786,6.590370104,4.846970804,5.754873706,6.662663872,7.079513506,7.607000228,7.576879179,7.302821781,6.95676759
Otu7864,5.916954224,3.068562942,4.855680771,5.846094155,6.419444603,6.506653953,6.633668625,6.473478242,0
Otu78641,5.071856184,3.496835629,4.079699308,5.814376222,5.536437753,6.188605478,6.002402206,6.789829867,0
Otu78679,5.974946159,3.808675822,4.758198719,5.679589852,5.948151055,6.172632452,6.722769515,5.99203669,6.363996021
Otu787,6.827731022,5.053691162,5.71690996,6.816616127,7.145751822,7.642801482,7.753479986,7.662411369,7.441549942
Otu78749,5.770826188,4.0337625,4.773572755,5.454104251,6.088665611,6.6011592,7.014314777,0,0
Otu7875,5.974946159,4.010774902,5.014776013,6.034843992,6.249350346,6.861201816,6.912821754,6.020247546,6.369850917
Otu7876,6.394075461,4.491069136,5.419798191,6.436629702,6.774956841,7.247249976,7.358429453,6.917298554,7.135317891
Otu78763,6.026098683,4.230292943,4.438268625,5.730188413,5.705562541,6.523149123,6.686304769,6.482487401,0
Otu788,6.61592421,4.999564035,5.617979419,6.73064131,6.979319112,7.392667994,7.517412965,7.431458097,6.667963331
Otu78803,5.548977438,3.613614666,4.021707361,5.988719732,5.458334162,6.383542359,6.006089386,6.308973833,0
Otu7883,5.548977408,3.699018305,4.218002006,5.210315178,6.208700583,6.767024023,6.453740775,6.84253375,6.652649697
Otu7886,6.503219928,4.881692356,5.566275625,6.71755525,7.065814169,7.159128029,7.477140563,7.227103674,7.201435003
Otu7887,5.071856184,0,4.749543533,5.210315178,5.400342215,0,6.018974221,6.020429755,6.363996021
Otu789,6.695105459,4.973507621,5.618826165,6.586523807,6.897556402,7.482260385,7.514565563,7.352110144,7.442218571
Otu7892,5.372886179,3.068562942,4.403777402,5.294092175,5.514403598,6.205623958,0,0,0
Otu78928,5.850007404,3.676763252,5.196738964,5.961091234,6.10468539,6.369591421,6.800728637,5.993404548,6.355792776
Otu7893,5.372886179,3.397988309,4.642982582,5.210315178,5.815114901,6.80956547,6.417077775,5.99203669,6.347406139
Otu78976,0,3.999196678,4.631961831,0,5.408682831,6.520513928,5.894308026,0,6.835786036
Otu78984,6.071856175,4.163736844,4.808982243,6.102368045,6.530166453,6.996485613,6.847383769,6.616769967,6.966970754
Otu79,7.641230076,5.961930255,6.644666257,7.629818349,8.003190757,8.517073487,8.483426432,8.425846958,8.356813599
Otu79044,5.372886179,3.821987919,4.60622704,5.503792035,6.043105094,6.602420856,6.87223132,6.616322026,6.665026017
Otu7906,5.071856184,3.068562942,4.413817826,5.327700776,5.731335434,5.902981813,6.002402206,0,6.367899516
Otu7907,5.770826188,3.999089292,4.750572459,5.981582446,6.084346063,6.61593595,6.837598402,6.719924236,6.347406139
Otu79089,5.974946171,3.166849484,4.359795397,6.213123902,6.437375005,6.864406471,6.480223936,6.783916478,0
Otu791,6.684640025,4.677384876,5.613242721,6.433250042,6.840335798,7.232090128,7.420063579,7.321156014,6.658803691
Otu7913,5.673916175,3.258619857,4.572321057,5.210315178,5.948151055,6.205623958,6.313609581,6.020247546,0
Otu7914,5.372886179,3.166849484,4.731365624,5.096958314,6.030724359,0,6.668876667,6.323042103,6.840757254
Otu7916,5.770826188,4.299956404,4.864680004,5.628730772,6.110614417,6.612212858,6.608925142,0,0
Otu79191,6.673916161,4.902160578,5.653781666,6.683213582,6.957083619,7.456974664,7.339926673,7.34946924,7.400476046
Otu792,0,0,0,0,5.400342215,0,0,0,0
Otu79238,7.348317971,5.601766609,6.378186092,7.433419746,7.716732286,8.232938255,8.345182889,8.067164855,7.974256635
Otu7926,5.071856184,0,4.631663285,5.20276204,5.778271101,5.871602456,6.069174194,6.30831296,0
Otu793,6.89793097,5.15774481,6.021217439,6.989279151,7.395515038,7.7502586,7.952462637,7.728410054,7.507394182
Otu7932,5.77082617,3.559649853,4.799858612,5.931022528,5.965478971,5.956172913,6.763157451,6.284830996,0
Otu79331,6.026098683,4.187264474,5.044319383,5.878850896,6.414247157,7.027506723,6.605250152,0,6.668929511
Otu7937,5.548977408,3.397988309,4.079699308,0,5.536437753,5.924797348,6.002402206,0,0
Otu794,6.217984206,4.522803354,5.391666006,6.343855086,6.727691065,7.129680191,7.311683082,6.998587119,6.960703736
Otu79491,5.372886179,4.073871658,4.742028836,5.210315178,5.458334162,5.956172913,6.417077775,0,0
Otu7951,0,0,4.036771108,0,0,0,6.37020419,6.323042103,0
Otu79541,6.026098683,4.006049422,5.053387334,6.003699416,6.15459353,6.369591421,6.600416478,6.307401139,0
Otu796,6.651639764,5.091506415,5.732024468,6.87043147,7.11810096,7.61380852,7.563681176,7.484139803,6.961404003
Otu7966,5.770826188,3.877634614,4.489068779,5.790338248,5.9676401,5.871602456,6.912703724,6.275010273,0
Otu797,6.519014199,4.84044361,5.554313664,6.41151141,6.961200077,7.441638381,7.395107346,7.469420063,7.056186657
