,Control,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8
Otu3726,5.673916175,3.068562942,4.6573347,5.921615193,5.70137221,6.197962924,6.480756002,6.604592617,0
Otu37264,6.071856175,4.160876228,4.95578478,5.364264937,6.315451345,6.996384464,6.869549628,6.999495835,6.661524863
Otu37265,5.850007419,3.926202327,4.708088238,5.992254825,6.517133935,6.534916282,6.902095014,6.95001576,6.835119583
Otu3727,5.673916175,4.237478402,4.962807296,5.678681242,5.98140854,6.859500997,6.963259377,6.794397483,6.648436135
Otu3728,5.548977408,4.152340594,4.967480657,5.551890742,6.054604151,6.213046492,6.685319196,6.701704009,6.831466525
Otu373,6.990934261,5.281119476,6.184454122,7.097318146,7.431713204,7.879755882,8.010371216,7.696321208,7.72064967
Otu37322,5.974946171,4.110274418,4.915234458,6.159837373,6.335116215,6.859167684,6.710997756,6.604561417,0
Otu3733,0,0,0,0,0,0,6.002402206,0,0
Otu37336,5.372886179,0,0,5.096958314,5.536437753,6.348723711,6.018974221,0,0
Otu3734,0,0,4.036771108,0,0,0,0,0,0
Otu37351,5.673916175,4.157447192,4.976409198,5.869186051,6.650363498,6.814647925,6.751960098,6.479276409,6.347406139
Otu3736,0,3.294092175,4.036771108,5.026670781,0,0,0,0,0
Otu3737,5.974946159,4.419241047,5.045904328,5.689542608,6.409948093,6.810543929,6.733169662,6.951541952,6.661524863
Otu3738,5.071856184,3.880616387,0,6.051113237,6.181462865,6.705899715,6.700788147,6.294434544,0
Otu3739,5.548977438,4.235534757,4.77875446,6.016331144,5.752555579,5.902981813,6.002402206,6.299689875,0
Otu3740,5.548977438,3.993121607,4.773572755,5.738801643,6.16084361,6.523371086,6.719234566,6.498545972,0
Otu3741,5.548977438,4.049654925,5.03034033,6.011234081,6.168999338,6.598579559,6.633668625,6.84773206,6.347406139
Otu37412,6.275976149,4.451834126,5.301709292,6.123052718,6.595574719,7.197543318,7.102254079,6.785519634,6.367899516
Otu3742,5.770826188,4.357720868,4.732911822,5.754887502,6.136197344,6.751013506,6.626177815,6.478766622,0
Otu3743,5.548977438,4.218492104,0,5.311221502,0,6.500034625,6.485118023,5.99203669,0
Otu3744,5.673916175,0,4.079699308,4.99306218,0,6.194333537,6.002402206,6.322160719,0
Otu3745,5.372886179,3.751248176,4.595689966,5.20276204,5.490518845,5.956172913,6.719944718,0,0
Otu37458,5.548977438,4.251471789,4.738832189,5.634407905,5.536437753,6.85909379,6.305279704,6.4729616,0
Otu3746,6.217984206,4.4616334,5.157216389,5.799398122,6.495138706,6.985666109,7.153578812,6.708852492,6.352961779
Otu37467,6.275976155,4.689907908,5.435664202,6.256934513,6.717955401,7.009387657,7.183065864,7.079970178,6.953679693
Otu3747,5.372886179,0,4.875647445,5.435255004,5.762136768,6.603383576,6.313609581,6.020429755,0
Otu37482,5.372886179,0,4.218002006,5.458354754,5.490518845,6.241798405,6.304482491,6.488291385,6.355792776
Otu3749,5.673916175,3.710938753,5.047288576,5.798485557,5.536437753,6.188605478,0,6.307401139,0
Otu37496,5.372886179,4.255191407,4.359795397,6.018038602,5.408682831,6.673356194,6.663153474,6.676622122,0
Otu375,7.217984203,5.420264147,6.333605251,7.205015991,7.589769076,8.002956742,7.96288911,7.958103474,7.683646297
Otu3750,5.974946171,3.807647632,4.455362922,5.69290056,6.252534362,6.603207356,6.655712459,6.609595768,6.347406139
Otu37508,5.372886179,0,4.78424303,5.819201945,6.203536815,6.595683943,6.603731996,6.275010273,6.653991774
Otu3752,0,3.068562942,0,4.99306218,5.400342215,6.392108023,0,6.48920518,0
Otu37560,6.469796178,4.552268484,5.40497319,6.416182249,6.763304808,7.088311645,7.222844706,7.040403443,6.838958122
Otu3757,5.548977438,3.951874469,5.024094275,5.498145297,5.735247663,6.387207611,6.785667587,6.714053819,6.65540958
Otu3758,5.372886179,4.225894477,4.595738629,5.573991982,5.490518845,6.22234109,6.839563895,0,6.662518438
Otu3759,5.770826188,0,4.681865731,4.99306218,5.490518845,6.399597546,6.003452495,0,0
